r(1st stage) = 7014.279, v=8.347 time=0.0
r(1st stage) = 12331.713, v=4.545 time=0.03862796090728343
r(1st stage) = 12326.215, v=4.549 time=0.03864945671190629
r(1st stage) = 12320.701, v=4.552 time=0.038670952516529154
r(1st stage) = 12315.171, v=4.555 time=0.03869244832115202
r(1st stage) = 12309.624, v=4.558 time=0.03871394412577488
r(1st stage) = 12304.060, v=4.561 time=0.03873543993039774
r(1st stage) = 12298.479, v=4.565 time=0.038756935735020606
r(1st stage) = 12292.882, v=4.568 time=0.038778431539643464
r(1st stage) = 12287.267, v=4.571 time=0.03879992734426633
r(1st stage) = 12281.637, v=4.574 time=0.038821423148889186
r(1st stage) = 12275.990, v=4.578 time=0.03884291895351205
r(1st stage) = 12270.326, v=4.581 time=0.038864414758134916
r(1st stage) = 12264.645, v=4.584 time=0.038885910562757774
r(1st stage) = 12258.947, v=4.587 time=0.03890740636738064
r(1st stage) = 12253.233, v=4.591 time=0.0389289021720035
r(1st stage) = 12247.502, v=4.594 time=0.03895039797662636
r(1st stage) = 12241.754, v=4.597 time=0.038971893781249226
r(1st stage) = 12235.989, v=4.601 time=0.03899338958587209
r(1st stage) = 12230.207, v=4.604 time=0.03901488539049495
r(1st stage) = 12224.408, v=4.607 time=0.03903638119511781
r(1st stage) = 12218.593, v=4.611 time=0.03905787699974068
r(1st stage) = 12212.760, v=4.614 time=0.039079372804363535
r(1st stage) = 12206.910, v=4.618 time=0.0391008686089864
r(1st stage) = 12201.044, v=4.621 time=0.03912236441360926
r(1st stage) = 12195.160, v=4.624 time=0.03914386021823212
r(1st stage) = 12189.259, v=4.628 time=0.03916535602285499
r(1st stage) = 12183.341, v=4.631 time=0.039186851827477845
r(1st stage) = 12177.407, v=4.635 time=0.03920834763210071
r(1st stage) = 12171.455, v=4.638 time=0.039229843436723574
r(1st stage) = 12165.485, v=4.642 time=0.03925133924134643
r(1st stage) = 12159.499, v=4.645 time=0.0392728350459693
r(1st stage) = 12153.496, v=4.648 time=0.03929433085059216
r(1st stage) = 12147.475, v=4.652 time=0.03931582665521502
r(1st stage) = 12141.437, v=4.655 time=0.039337322459837884
r(1st stage) = 12135.382, v=4.659 time=0.03935881826446075
r(1st stage) = 12129.310, v=4.663 time=0.039380314069083606
r(1st stage) = 12123.220, v=4.666 time=0.03940180987370647
r(1st stage) = 12117.113, v=4.670 time=0.03942330567832933
r(1st stage) = 12110.989, v=4.673 time=0.039444801482952194
r(1st stage) = 12104.847, v=4.677 time=0.03946629728757506
r(1st stage) = 12098.688, v=4.680 time=0.039487793092197916
r(1st stage) = 12092.512, v=4.684 time=0.03950928889682078
r(1st stage) = 12086.319, v=4.688 time=0.039530784701443646
r(1st stage) = 12080.108, v=4.691 time=0.0395522805060665
r(1st stage) = 12073.879, v=4.695 time=0.03957377631068937
r(1st stage) = 12067.633, v=4.698 time=0.03959527211531223
r(1st stage) = 12061.370, v=4.702 time=0.03961676791993509
r(1st stage) = 12055.089, v=4.706 time=0.039638263724557955
r(1st stage) = 12048.791, v=4.709 time=0.03965975952918082
r(1st stage) = 12042.475, v=4.713 time=0.03968125533380368
r(1st stage) = 12036.141, v=4.717 time=0.03970275113842654
r(1st stage) = 12029.791, v=4.720 time=0.0397242469430494
r(1st stage) = 12023.422, v=4.724 time=0.039745742747672265
r(1st stage) = 12017.036, v=4.728 time=0.03976723855229513
r(1st stage) = 12010.632, v=4.732 time=0.03978873435691799
r(1st stage) = 12004.211, v=4.735 time=0.03981023016154085
r(1st stage) = 11997.772, v=4.739 time=0.03983172596616372
r(1st stage) = 11991.316, v=4.743 time=0.039853221770786575
r(1st stage) = 11984.842, v=4.747 time=0.03987471757540944
r(1st stage) = 11978.350, v=4.751 time=0.039896213380032304
r(1st stage) = 11971.840, v=4.754 time=0.03991770918465516
r(1st stage) = 11965.313, v=4.758 time=0.03993920498927803
r(1st stage) = 11958.768, v=4.762 time=0.03996070079390089
r(1st stage) = 11952.205, v=4.766 time=0.03998219659852375
r(1st stage) = 11945.625, v=4.770 time=0.040003692403146614
r(1st stage) = 11939.027, v=4.774 time=0.04002518820776947
r(1st stage) = 11932.411, v=4.777 time=0.040046684012392336
r(1st stage) = 11925.777, v=4.781 time=0.0400681798170152
r(1st stage) = 11919.125, v=4.785 time=0.04008967562163806
r(1st stage) = 11912.456, v=4.789 time=0.04011117142626092
r(1st stage) = 11905.769, v=4.793 time=0.04013266723088379
r(1st stage) = 11899.063, v=4.797 time=0.040154163035506646
r(1st stage) = 11892.340, v=4.801 time=0.04017565884012951
r(1st stage) = 11885.600, v=4.805 time=0.040197154644752375
r(1st stage) = 11878.841, v=4.809 time=0.04021865044937523
r(1st stage) = 11872.064, v=4.813 time=0.0402401462539981
r(1st stage) = 11865.270, v=4.817 time=0.04026164205862096
r(1st stage) = 11858.457, v=4.821 time=0.04028313786324382
r(1st stage) = 11851.627, v=4.825 time=0.040304633667866685
r(1st stage) = 11844.778, v=4.829 time=0.04032612947248954
r(1st stage) = 11837.912, v=4.833 time=0.04034762527711241
r(1st stage) = 11831.027, v=4.837 time=0.04036912108173527
r(1st stage) = 11824.125, v=4.841 time=0.04039061688635813
r(1st stage) = 11817.204, v=4.845 time=0.040412112690980995
r(1st stage) = 11810.266, v=4.849 time=0.04043360849560386
r(1st stage) = 11803.309, v=4.853 time=0.04045510430022672
r(1st stage) = 11796.335, v=4.857 time=0.04047660010484958
r(1st stage) = 11789.342, v=4.862 time=0.04049809590947245
r(1st stage) = 11782.332, v=4.866 time=0.040519591714095304
r(1st stage) = 11775.303, v=4.870 time=0.04054108751871817
r(1st stage) = 11768.256, v=4.874 time=0.040562583323341034
r(1st stage) = 11761.192, v=4.878 time=0.04058407912796389
r(1st stage) = 11754.109, v=4.882 time=0.040605574932586756
r(1st stage) = 11747.008, v=4.887 time=0.040627070737209614
r(1st stage) = 11739.889, v=4.891 time=0.04064856654183248
r(1st stage) = 11732.751, v=4.895 time=0.04067006234645534
r(1st stage) = 11725.596, v=4.899 time=0.0406915581510782
r(1st stage) = 11718.423, v=4.903 time=0.040713053955701066
r(1st stage) = 11711.231, v=4.908 time=0.04073454976032393
r(1st stage) = 11704.021, v=4.912 time=0.04075604556494679
r(1st stage) = 11696.793, v=4.916 time=0.04077754136956965
r(1st stage) = 11689.547, v=4.921 time=0.04079903717419252
r(1st stage) = 11682.282, v=4.925 time=0.040820532978815376
r(1st stage) = 11675.000, v=4.929 time=0.04084202878343824
r(1st stage) = 11667.699, v=4.934 time=0.040863524588061105
r(1st stage) = 11660.380, v=4.938 time=0.04088502039268396
r(1st stage) = 11653.043, v=4.942 time=0.04090651619730683
r(1st stage) = 11645.687, v=4.947 time=0.040928012001929685
r(1st stage) = 11638.314, v=4.951 time=0.04094950780655255
r(1st stage) = 11630.922, v=4.955 time=0.040971003611175415
r(1st stage) = 11623.512, v=4.960 time=0.04099249941579827
r(1st stage) = 11616.083, v=4.964 time=0.04101399522042114
r(1st stage) = 11608.637, v=4.969 time=0.041035491025044
r(1st stage) = 11601.172, v=4.973 time=0.04105698682966686
r(1st stage) = 11593.688, v=4.978 time=0.041078482634289724
r(1st stage) = 11586.187, v=4.982 time=0.04109997843891259
r(1st stage) = 11578.667, v=4.986 time=0.04112147424353545
r(1st stage) = 11571.129, v=4.991 time=0.04114297004815831
r(1st stage) = 11563.573, v=4.995 time=0.041164465852781176
r(1st stage) = 11555.998, v=5.000 time=0.041185961657404034
r(1st stage) = 11548.405, v=5.005 time=0.0412074574620269
r(1st stage) = 11540.794, v=5.009 time=0.04122895326664976
r(1st stage) = 11533.165, v=5.014 time=0.04125044907127262
r(1st stage) = 11525.517, v=5.018 time=0.041271944875895486
r(1st stage) = 11517.851, v=5.023 time=0.041293440680518344
r(1st stage) = 11510.166, v=5.027 time=0.04131493648514121
r(1st stage) = 11502.464, v=5.032 time=0.04133643228976407
r(1st stage) = 11494.743, v=5.037 time=0.04135792809438693
r(1st stage) = 11487.003, v=5.041 time=0.041379423899009796
r(1st stage) = 11479.246, v=5.046 time=0.04140091970363266
r(1st stage) = 11471.469, v=5.051 time=0.04142241550825552
r(1st stage) = 11463.675, v=5.055 time=0.04144391131287838
r(1st stage) = 11455.862, v=5.060 time=0.04146540711750125
r(1st stage) = 11448.031, v=5.065 time=0.041486902922124105
r(1st stage) = 11440.182, v=5.069 time=0.04150839872674697
r(1st stage) = 11432.314, v=5.074 time=0.04152989453136983
r(1st stage) = 11424.428, v=5.079 time=0.04155139033599269
r(1st stage) = 11416.524, v=5.084 time=0.04157288614061556
r(1st stage) = 11408.602, v=5.088 time=0.041594381945238415
r(1st stage) = 11400.661, v=5.093 time=0.04161587774986128
r(1st stage) = 11392.702, v=5.098 time=0.041637373554484144
r(1st stage) = 11384.724, v=5.103 time=0.041658869359107
r(1st stage) = 11376.728, v=5.108 time=0.04168036516372987
r(1st stage) = 11368.714, v=5.112 time=0.04170186096835273
r(1st stage) = 11360.682, v=5.117 time=0.04172335677297559
r(1st stage) = 11352.631, v=5.122 time=0.041744852577598454
r(1st stage) = 11344.562, v=5.127 time=0.04176634838222132
r(1st stage) = 11336.475, v=5.132 time=0.04178784418684418
r(1st stage) = 11328.369, v=5.137 time=0.04180933999146704
r(1st stage) = 11320.245, v=5.142 time=0.0418308357960899
r(1st stage) = 11312.103, v=5.147 time=0.041852331600712764
r(1st stage) = 11303.942, v=5.152 time=0.04187382740533563
r(1st stage) = 11295.763, v=5.156 time=0.041895323209958486
r(1st stage) = 11287.566, v=5.161 time=0.04191681901458135
r(1st stage) = 11279.350, v=5.166 time=0.041938314819204216
r(1st stage) = 11271.117, v=5.171 time=0.041959810623827073
r(1st stage) = 11262.865, v=5.176 time=0.04198130642844994
r(1st stage) = 11254.595, v=5.181 time=0.0420028022330728
r(1st stage) = 11246.306, v=5.186 time=0.04202429803769566
r(1st stage) = 11238.000, v=5.192 time=0.042045793842318525
r(1st stage) = 11229.844, v=5.196 time=0.04206728964694139
r(1st stage) = 11221.903, v=5.201 time=0.04208878545156425
r(1st stage) = 11213.943, v=5.206 time=0.04211028125618711
r(1st stage) = 11205.965, v=5.211 time=0.04213177706080997
r(1st stage) = 11197.969, v=5.216 time=0.042153272865432835
r(1st stage) = 11189.954, v=5.221 time=0.0421747686700557
r(1st stage) = 11181.921, v=5.226 time=0.04219626447467856
r(1st stage) = 11173.869, v=5.231 time=0.04221776027930142
r(1st stage) = 11165.799, v=5.236 time=0.04223925608392429
r(1st stage) = 11157.710, v=5.240 time=0.042260751888547145
r(1st stage) = 11149.602, v=5.245 time=0.04228224769317001
r(1st stage) = 11141.476, v=5.250 time=0.042303743497792874
r(1st stage) = 11133.332, v=5.255 time=0.04232523930241573
r(1st stage) = 11125.169, v=5.260 time=0.0423467351070386
r(1st stage) = 11116.987, v=5.265 time=0.04236823091166146
r(1st stage) = 11108.787, v=5.270 time=0.04238972671628432
r(1st stage) = 11100.568, v=5.275 time=0.042411222520907184
r(1st stage) = 11092.330, v=5.280 time=0.04243271832553004
r(1st stage) = 11084.074, v=5.286 time=0.042454214130152906
r(1st stage) = 11075.799, v=5.291 time=0.04247570993477577
r(1st stage) = 11067.505, v=5.296 time=0.04249720573939863
r(1st stage) = 11059.193, v=5.301 time=0.042518701544021494
r(1st stage) = 11050.862, v=5.306 time=0.04254019734864436
r(1st stage) = 11042.512, v=5.311 time=0.042561693153267216
r(1st stage) = 11034.144, v=5.316 time=0.04258318895789008
r(1st stage) = 11025.757, v=5.321 time=0.042604684762512945
r(1st stage) = 11017.350, v=5.327 time=0.0426261805671358
r(1st stage) = 11008.926, v=5.332 time=0.04264767637175867
r(1st stage) = 11000.482, v=5.337 time=0.04266917217638153
r(1st stage) = 10992.019, v=5.342 time=0.04269066798100439
r(1st stage) = 10983.538, v=5.347 time=0.042712163785627255
r(1st stage) = 10975.038, v=5.353 time=0.04273365959025011
r(1st stage) = 10966.519, v=5.358 time=0.04275515539487298
r(1st stage) = 10957.981, v=5.363 time=0.04277665119949584
r(1st stage) = 10949.424, v=5.369 time=0.0427981470041187
r(1st stage) = 10940.849, v=5.374 time=0.042819642808741565
r(1st stage) = 10932.254, v=5.379 time=0.04284113861336443
r(1st stage) = 10923.640, v=5.385 time=0.04286263441798729
r(1st stage) = 10915.008, v=5.390 time=0.04288413022261015
r(1st stage) = 10906.357, v=5.395 time=0.04290562602723302
r(1st stage) = 10897.686, v=5.401 time=0.042927121831855874
r(1st stage) = 10888.997, v=5.406 time=0.04294861763647874
r(1st stage) = 10880.288, v=5.411 time=0.042970113441101604
r(1st stage) = 10871.561, v=5.417 time=0.04299160924572446
r(1st stage) = 10862.815, v=5.422 time=0.043013105050347326
r(1st stage) = 10854.050, v=5.428 time=0.043034600854970184
r(1st stage) = 10845.265, v=5.433 time=0.04305609665959305
r(1st stage) = 10836.462, v=5.439 time=0.043077592464215914
r(1st stage) = 10827.639, v=5.444 time=0.04309908826883877
r(1st stage) = 10818.798, v=5.450 time=0.043120584073461636
r(1st stage) = 10809.937, v=5.455 time=0.0431420798780845
r(1st stage) = 10801.058, v=5.461 time=0.04316357568270736
r(1st stage) = 10792.159, v=5.466 time=0.04318507148733022
r(1st stage) = 10783.241, v=5.472 time=0.04320656729195309
r(1st stage) = 10774.304, v=5.478 time=0.043228063096575946
r(1st stage) = 10765.348, v=5.483 time=0.04324955890119881
r(1st stage) = 10756.373, v=5.489 time=0.043271054705821675
r(1st stage) = 10747.379, v=5.495 time=0.04329255051044453
r(1st stage) = 10738.365, v=5.500 time=0.0433140463150674
r(1st stage) = 10729.333, v=5.506 time=0.043335542119690255
r(1st stage) = 10720.281, v=5.512 time=0.04335703792431312
r(1st stage) = 10711.210, v=5.517 time=0.043378533728935985
r(1st stage) = 10702.120, v=5.523 time=0.04340002953355884
r(1st stage) = 10693.011, v=5.529 time=0.04342152533818171
r(1st stage) = 10683.883, v=5.535 time=0.04344302114280457
r(1st stage) = 10674.735, v=5.540 time=0.04346451694742743
r(1st stage) = 10665.568, v=5.546 time=0.043486012752050295
r(1st stage) = 10656.382, v=5.552 time=0.04350750855667316
r(1st stage) = 10647.177, v=5.558 time=0.04352900436129602
r(1st stage) = 10637.953, v=5.564 time=0.04355050016591888
r(1st stage) = 10628.709, v=5.569 time=0.043571995970541746
r(1st stage) = 10619.447, v=5.575 time=0.043593491775164604
r(1st stage) = 10610.165, v=5.581 time=0.04361498757978747
r(1st stage) = 10600.864, v=5.587 time=0.04363648338441033
r(1st stage) = 10591.543, v=5.593 time=0.04365797918903319
r(1st stage) = 10582.204, v=5.599 time=0.043679474993656056
r(1st stage) = 10572.845, v=5.605 time=0.043700970798278914
r(1st stage) = 10563.467, v=5.611 time=0.04372246660290178
r(1st stage) = 10554.069, v=5.617 time=0.04374396240752464
r(1st stage) = 10544.653, v=5.623 time=0.0437654582121475
r(1st stage) = 10535.217, v=5.629 time=0.043786954016770366
r(1st stage) = 10525.762, v=5.635 time=0.04380844982139323
r(1st stage) = 10516.288, v=5.641 time=0.04382994562601609
r(1st stage) = 10506.794, v=5.647 time=0.04385144143063895
r(1st stage) = 10497.281, v=5.653 time=0.04387293723526182
r(1st stage) = 10487.749, v=5.659 time=0.043894433039884675
r(1st stage) = 10478.198, v=5.665 time=0.04391592884450754
r(1st stage) = 10468.627, v=5.671 time=0.0439374246491304
r(1st stage) = 10459.038, v=5.678 time=0.04395892045375326
r(1st stage) = 10449.429, v=5.684 time=0.04398041625837613
r(1st stage) = 10439.800, v=5.690 time=0.044001912062998985
r(1st stage) = 10430.153, v=5.696 time=0.04402340786762185
r(1st stage) = 10420.486, v=5.702 time=0.044044903672244715
r(1st stage) = 10410.800, v=5.709 time=0.04406639947686757
r(1st stage) = 10401.095, v=5.715 time=0.04408789528149044
r(1st stage) = 10391.370, v=5.721 time=0.0441093910861133
r(1st stage) = 10381.627, v=5.727 time=0.04413088689073616
r(1st stage) = 10371.864, v=5.734 time=0.044152382695359024
r(1st stage) = 10362.082, v=5.740 time=0.04417387849998188
r(1st stage) = 10352.280, v=5.746 time=0.04419537430460475
r(1st stage) = 10342.460, v=5.753 time=0.04421687010922761
r(1st stage) = 10332.620, v=5.759 time=0.04423836591385047
r(1st stage) = 10322.761, v=5.766 time=0.044259861718473334
r(1st stage) = 10312.883, v=5.772 time=0.0442813575230962
r(1st stage) = 10302.985, v=5.778 time=0.044302853327719056
r(1st stage) = 10293.069, v=5.785 time=0.04432434913234192
r(1st stage) = 10283.133, v=5.791 time=0.044345844936964786
r(1st stage) = 10273.178, v=5.798 time=0.044367340741587644
r(1st stage) = 10263.204, v=5.804 time=0.04438883654621051
r(1st stage) = 10253.210, v=5.811 time=0.04441033235083337
r(1st stage) = 10243.198, v=5.817 time=0.04443182815545623
r(1st stage) = 10233.166, v=5.824 time=0.044453323960079096
r(1st stage) = 10223.115, v=5.830 time=0.04447481976470195
r(1st stage) = 10213.045, v=5.837 time=0.04449631556932482
r(1st stage) = 10202.956, v=5.844 time=0.04451781137394768
r(1st stage) = 10192.848, v=5.850 time=0.04453930717857054
r(1st stage) = 10182.721, v=5.857 time=0.044560802983193405
r(1st stage) = 10172.575, v=5.864 time=0.04458229878781627
r(1st stage) = 10162.409, v=5.870 time=0.04460379459243913
r(1st stage) = 10152.225, v=5.877 time=0.04462529039706199
r(1st stage) = 10142.021, v=5.884 time=0.04464678620168486
r(1st stage) = 10131.798, v=5.890 time=0.044668282006307715
r(1st stage) = 10121.557, v=5.897 time=0.04468977781093058
r(1st stage) = 10111.296, v=5.904 time=0.044711273615553444
r(1st stage) = 10101.016, v=5.911 time=0.0447327694201763
r(1st stage) = 10090.717, v=5.918 time=0.04475426522479917
r(1st stage) = 10080.400, v=5.924 time=0.044775761029422025
r(1st stage) = 10070.063, v=5.931 time=0.04479725683404489
r(1st stage) = 10059.707, v=5.938 time=0.044818752638667754
r(1st stage) = 10049.333, v=5.945 time=0.04484024844329061
r(1st stage) = 10038.939, v=5.952 time=0.044861744247913476
r(1st stage) = 10028.527, v=5.959 time=0.04488324005253634
r(1st stage) = 10018.095, v=5.966 time=0.0449047358571592
r(1st stage) = 10007.645, v=5.973 time=0.044926231661782064
r(1st stage) = 9997.176, v=5.980 time=0.04494772746640493
r(1st stage) = 9986.688, v=5.987 time=0.044969223271027786
r(1st stage) = 9976.181, v=5.994 time=0.04499071907565065
r(1st stage) = 9965.656, v=6.001 time=0.045012214880273516
r(1st stage) = 9955.112, v=6.008 time=0.04503371068489637
r(1st stage) = 9944.548, v=6.015 time=0.04505520648951924
r(1st stage) = 9933.967, v=6.022 time=0.045076702294142096
r(1st stage) = 9923.366, v=6.029 time=0.04509819809876496
r(1st stage) = 9912.747, v=6.036 time=0.045119693903387825
r(1st stage) = 9902.109, v=6.043 time=0.04514118970801068
r(1st stage) = 9891.452, v=6.051 time=0.04516268551263355
r(1st stage) = 9880.777, v=6.058 time=0.04518418131725641
r(1st stage) = 9870.083, v=6.065 time=0.04520567712187927
r(1st stage) = 9859.370, v=6.072 time=0.045227172926502135
r(1st stage) = 9848.639, v=6.079 time=0.045248668731125
r(1st stage) = 9837.889, v=6.087 time=0.04527016453574786
r(1st stage) = 9827.121, v=6.094 time=0.04529166034037072
r(1st stage) = 9816.334, v=6.101 time=0.04531315614499359
r(1st stage) = 9805.529, v=6.109 time=0.045334651949616445
r(1st stage) = 9794.706, v=6.116 time=0.04535614775423931
r(1st stage) = 9783.864, v=6.123 time=0.04537764355886217
r(1st stage) = 9773.003, v=6.131 time=0.04539913936348503
r(1st stage) = 9762.124, v=6.138 time=0.045420635168107897
r(1st stage) = 9751.227, v=6.146 time=0.045442130972730754
r(1st stage) = 9740.312, v=6.153 time=0.04546362677735362
r(1st stage) = 9729.378, v=6.160 time=0.045485122581976484
r(1st stage) = 9718.426, v=6.168 time=0.04550661838659934
r(1st stage) = 9707.456, v=6.175 time=0.045528114191222206
r(1st stage) = 9696.467, v=6.183 time=0.04554960999584507
r(1st stage) = 9685.460, v=6.191 time=0.04557110580046793
r(1st stage) = 9674.436, v=6.198 time=0.04559260160509079
r(1st stage) = 9663.393, v=6.206 time=0.04561409740971366
r(1st stage) = 9652.332, v=6.213 time=0.045635593214336516
r(1st stage) = 9641.253, v=6.221 time=0.04565708901895938
r(1st stage) = 9630.156, v=6.229 time=0.04567858482358224
r(1st stage) = 9619.041, v=6.236 time=0.0457000806282051
r(1st stage) = 9607.908, v=6.244 time=0.04572157643282797
r(1st stage) = 9596.757, v=6.252 time=0.045743072237450826
r(1st stage) = 9585.589, v=6.259 time=0.04576456804207369
r(1st stage) = 9574.402, v=6.267 time=0.045786063846696555
r(1st stage) = 9563.198, v=6.275 time=0.04580755965131941
r(1st stage) = 9551.976, v=6.283 time=0.04582905545594228
r(1st stage) = 9540.737, v=6.291 time=0.04585055126056514
r(1st stage) = 9529.479, v=6.298 time=0.045872047065188
r(1st stage) = 9518.204, v=6.306 time=0.045893542869810865
r(1st stage) = 9506.912, v=6.314 time=0.04591503867443373
r(1st stage) = 9495.602, v=6.322 time=0.04593653447905659
r(1st stage) = 9484.274, v=6.330 time=0.04595803028367945
r(1st stage) = 9472.929, v=6.338 time=0.04597952608830231
r(1st stage) = 9461.566, v=6.346 time=0.046001021892925174
r(1st stage) = 9450.186, v=6.354 time=0.04602251769754804
r(1st stage) = 9438.789, v=6.362 time=0.0460440135021709
r(1st stage) = 9427.375, v=6.370 time=0.04606550930679376
r(1st stage) = 9415.943, v=6.378 time=0.046087005111416626
r(1st stage) = 9404.494, v=6.386 time=0.046108500916039484
r(1st stage) = 9393.028, v=6.394 time=0.04612999672066235
r(1st stage) = 9381.544, v=6.402 time=0.04615149252528521
r(1st stage) = 9370.044, v=6.410 time=0.04617298832990807
r(1st stage) = 9358.527, v=6.419 time=0.046194484134530936
r(1st stage) = 9346.993, v=6.427 time=0.0462159799391538
r(1st stage) = 9335.441, v=6.435 time=0.04623747574377666
r(1st stage) = 9323.873, v=6.443 time=0.04625897154839952
r(1st stage) = 9312.288, v=6.451 time=0.04628046735302238
r(1st stage) = 9300.687, v=6.460 time=0.046301963157645246
r(1st stage) = 9289.068, v=6.468 time=0.04632345896226811
r(1st stage) = 9277.433, v=6.476 time=0.04634495476689097
r(1st stage) = 9265.782, v=6.485 time=0.04636645057151383
r(1st stage) = 9254.114, v=6.493 time=0.0463879463761367
r(1st stage) = 9242.429, v=6.501 time=0.046409442180759555
r(1st stage) = 9230.728, v=6.510 time=0.04643093798538242
r(1st stage) = 9219.011, v=6.518 time=0.046452433790005285
r(1st stage) = 9207.277, v=6.527 time=0.04647392959462814
r(1st stage) = 9195.527, v=6.535 time=0.04649542539925101
r(1st stage) = 9183.761, v=6.544 time=0.04651692120387387
r(1st stage) = 9171.978, v=6.552 time=0.04653841700849673
r(1st stage) = 9160.180, v=6.561 time=0.046559912813119594
r(1st stage) = 9148.365, v=6.569 time=0.04658140861774245
r(1st stage) = 9136.535, v=6.578 time=0.04660290442236532
r(1st stage) = 9124.688, v=6.586 time=0.04662440022698818
r(1st stage) = 9112.826, v=6.595 time=0.04664589603161104
r(1st stage) = 9100.948, v=6.604 time=0.046667391836233904
r(1st stage) = 9089.054, v=6.612 time=0.04668888764085677
r(1st stage) = 9077.145, v=6.621 time=0.04671038344547963
r(1st stage) = 9065.220, v=6.630 time=0.04673187925010249
r(1st stage) = 9053.280, v=6.639 time=0.046753375054725356
r(1st stage) = 9041.324, v=6.647 time=0.046774870859348214
r(1st stage) = 9029.353, v=6.656 time=0.04679636666397108
r(1st stage) = 9017.366, v=6.665 time=0.04681786246859394
r(1st stage) = 9005.364, v=6.674 time=0.0468393582732168
r(1st stage) = 8993.347, v=6.683 time=0.046860854077839666
r(1st stage) = 8981.315, v=6.691 time=0.04688234988246252
r(1st stage) = 8969.268, v=6.700 time=0.04690384568708539
r(1st stage) = 8957.206, v=6.709 time=0.04692534149170825
r(1st stage) = 8945.129, v=6.718 time=0.04694683729633111
r(1st stage) = 8933.037, v=6.727 time=0.046968333100953975
r(1st stage) = 8920.931, v=6.736 time=0.04698982890557684
r(1st stage) = 8908.810, v=6.745 time=0.0470113247101997
r(1st stage) = 8896.674, v=6.754 time=0.04703282051482256
r(1st stage) = 8884.524, v=6.763 time=0.04705431631944543
r(1st stage) = 8872.359, v=6.772 time=0.047075812124068285
r(1st stage) = 8860.181, v=6.782 time=0.04709730792869115
r(1st stage) = 8847.987, v=6.791 time=0.047118803733314014
r(1st stage) = 8835.780, v=6.800 time=0.04714029953793687
r(1st stage) = 8823.559, v=6.809 time=0.04716179534255974
r(1st stage) = 8811.323, v=6.818 time=0.047183291147182595
r(1st stage) = 8799.074, v=6.827 time=0.04720478695180546
r(1st stage) = 8786.811, v=6.837 time=0.047226282756428324
r(1st stage) = 8774.534, v=6.846 time=0.04724777856105118
r(1st stage) = 8762.243, v=6.855 time=0.04726927436567405
r(1st stage) = 8749.939, v=6.865 time=0.04729077017029691
r(1st stage) = 8737.621, v=6.874 time=0.04731226597491977
r(1st stage) = 8725.290, v=6.883 time=0.047333761779542634
r(1st stage) = 8712.946, v=6.893 time=0.0473552575841655
r(1st stage) = 8700.588, v=6.902 time=0.047376753388788356
r(1st stage) = 8688.217, v=6.912 time=0.04739824919341122
r(1st stage) = 8675.834, v=6.921 time=0.047419744998034086
r(1st stage) = 8663.437, v=6.931 time=0.047441240802656943
r(1st stage) = 8651.027, v=6.940 time=0.04746273660727981
r(1st stage) = 8638.605, v=6.950 time=0.047484232411902666
r(1st stage) = 8626.170, v=6.959 time=0.04750572821652553
r(1st stage) = 8613.722, v=6.969 time=0.047527224021148395
r(1st stage) = 8601.263, v=6.978 time=0.04754871982577125
r(1st stage) = 8588.790, v=6.988 time=0.04757021563039412
r(1st stage) = 8576.306, v=6.998 time=0.04759171143501698
r(1st stage) = 8563.809, v=7.007 time=0.04761320723963984
r(1st stage) = 8551.300, v=7.017 time=0.047634703044262705
r(1st stage) = 8538.779, v=7.027 time=0.04765619884888557
r(1st stage) = 8526.247, v=7.037 time=0.04767769465350843
r(1st stage) = 8513.702, v=7.046 time=0.04769919045813129
r(1st stage) = 8501.146, v=7.056 time=0.04772068626275416
r(1st stage) = 8488.579, v=7.066 time=0.047742182067377015
r(1st stage) = 8476.000, v=7.076 time=0.04776367787199988
r(1st stage) = 8463.410, v=7.086 time=0.04778517367662274
r(1st stage) = 8450.808, v=7.096 time=0.0478066694812456
r(1st stage) = 8438.196, v=7.106 time=0.04782816528586847
r(1st stage) = 8425.572, v=7.116 time=0.047849661090491324
r(1st stage) = 8412.938, v=7.126 time=0.04787115689511419
r(1st stage) = 8400.293, v=7.136 time=0.047892652699737054
r(1st stage) = 8387.637, v=7.146 time=0.04791414850435991
r(1st stage) = 8374.971, v=7.156 time=0.047935644308982776
r(1st stage) = 8362.294, v=7.166 time=0.04795714011360564
r(1st stage) = 8349.608, v=7.176 time=0.0479786359182285
r(1st stage) = 8336.910, v=7.186 time=0.048000131722851364
r(1st stage) = 8324.203, v=7.196 time=0.04802162752747423
r(1st stage) = 8311.486, v=7.206 time=0.048043123332097086
r(1st stage) = 8298.760, v=7.216 time=0.04806461913671995
r(1st stage) = 8286.023, v=7.227 time=0.04808611494134281
r(1st stage) = 8273.277, v=7.237 time=0.04810761074596567
r(1st stage) = 8260.522, v=7.247 time=0.04812910655058854
r(1st stage) = 8247.757, v=7.257 time=0.048150602355211396
r(1st stage) = 8234.983, v=7.268 time=0.04817209815983426
r(1st stage) = 8222.200, v=7.278 time=0.048193593964457125
r(1st stage) = 8209.408, v=7.288 time=0.04821508976907998
r(1st stage) = 8196.608, v=7.299 time=0.04823658557370285
r(1st stage) = 8183.798, v=7.309 time=0.04825808137832571
r(1st stage) = 8170.980, v=7.320 time=0.04827957718294857
